,job_tags
2218,['Excel' 'PowerPoint' 'Word']
8445,['#訂單處理' '#客戶服務']
7961,['專案溝通╱整合管理 具備財金專業知識 金融市場分析與資料蒐集 提案與簡報技巧' 'CakeResume 2023 Career Fair']
4359,[]
10896,['Microsoft Office' 'PowerPoint' 'Google Drive']
8891,['Frontend Development' 'React.js']
2465,['Android' 'JAVA' 'Kotlin']
4426,['Java']
11312,['KOL Management']
797,['Branding' 'Branding & Identity' 'Graphic Design']
6854,[]
10796,['Word' 'PowerPoint' 'Excel']
1031,['Taipei City']
2811,[]
6171,[]
1535,[]
3848,['React.js' 'JavaScript' 'CSS']
5639,['MIS' 'microsoft Office 365' 'Windows']
718,['word' 'illustrator' 'excel']
9611,['powerpoint' 'illustrator' 'photoshop']
3265,['信義區' 'smart contracts' 'Blockchain']
10782,['Communication Skills' 'Product Management' 'Photoshop']
6394,['Scrum']
3324,['Backend Development' 'AI' 'CTO']
5876,[]
8143,['TOEIC' 'Google Analytics' 'iso9000']
4727,['110台灣台北市信義區' 'communication' 'microsoft office']
123,['Google Drive' 'Communication' 'Microsoft Office']
9742,['CCNP' 'CCNA']
3526,['DevOps' 'Backend' 'AWS']
1419,['IoT' 'google drive' 'Scrum']
7129,['word' 'excel' 'powerpoint']
1810,['Word' 'PowerPoint' 'Excel']
8903,['vue.js' 'Vue2' 'HTML/CSS']
11338,[]
1893,['Microsoft Office' 'PowerPoint' 'Excel']
1421,['EE circuit/system design' 'EE']
10611,['Python' 'shell' 'Shell Script']
2587,['PostgreSQL' 'AWS Stack' 'Kubernetes']
3536,['信義區' 'it head' '台北市']
4381,['環境檢測' '檢測' '環保']
7475,['powerpoint' 'word' 'excel']
8387,['Google Drive' 'Google Sheets' 'AI']
2633,['Node.js' 'MongoDB' 'AWS']
2305,[]
3869,['Developer' 'JavaScript' 'Frontend']
6643,[]
2889,['mssql' 'jQuery' 'JavaScript']
2896,['Kubernetes/Docker' 'Backend Developer' 'TypeScript / Node.js']
3907,['React' 'JavaScript']
6443,[]
492,['CakeResume 2023 Career Fair']
2697,['YAML' 'shell' 'Kubernets']
1973,['barista']
1969,[]
6095,['word' 'excel' 'powerpoint']
2809,[]
9492,['word' 'google drive' 'excel']
4589,['Taipei' 'Taiwan' 'Typescript/Javascript']
4719,['Product Management' 'SaaS and Platform business models']
6175,['Operations Management']
5997,[]
8829,['Unity3D' 'Cocos Creator' 'Cocos2d-X']
108,[]
6538,['業務' '銷售' 'Sales']
11222,['Marketing Development' 'Market Research' 'Marketing Campaigns']
3921,['jQuery' 'JavaScript' 'TypeScript']
8897,['Vue.js' 'Frontend']
4347,['c#' 'ASP.NET' 'MySQL']
141,['Customer Service' '客服' 'CRM']
6194,[]
1854,[]
4034,['AWS' 'MySQL' 'HTML/CSS']
10899,[]
9430,['唱歌' '歌唱' '唱歌教學']
4167,['CakeResume 2023 Career Fair']
1101,['Figma' 'Sketch']
1369,[]
5959,['大安區' '台北' 'excel']
401,[]
3320,['PHP' 'PHP Laravel Framework']
10490,['政府專案' '公標案']
1252,['Word' 'PowerPoint' 'Excel']
8430,[]
6700,[]
8440,['#Business Developement' '#B2B']
7008,[]
6662,[]
3471,['oracle db' 'oracle' '資料庫管理師']
1450,['OrCAD' 'excel' 'google drive']
8557,[]
9333,[]
6022,[]
9033,[]
9856,['JavaScript' 'HTML' 'CSS']
8023,[]
7134,[]
7539,['編輯' '文章撰寫' '3C']
637,['3DMAX' 'Maya' 'Blender']
10937,[]
4018,[]
6303,['社區營造' '地方創生' '專案企劃']
11423,[]
11339,['Figma' 'Sketch' 'Zeplin']
2853,['CakeResume 2023 Career Fair']
1862,['Access' 'Oracle' 'Hyperion (Brio)']
9161,[]
10736,[]
5463,['PHP' 'MySQL']
8842,[]
1895,['Microsoft Office' 'Excel' 'Word']
9824,['Linux' 'Shell' 'PHP']
8527,[]
286,['台北市大安區' 'CakeResume 2023 Career Fair']
7708,['Microsoft Office' 'Communication' 'Word']
1865,['金流' '第三方串接' '財務分析']
222,['excel' 'CakeResume 2023 Career Fair']
9338,['word' 'excel' 'powerpoint']
5204,['台灣新竹市新竹' '台灣台北' '+node.js']
5665,[]
7960,['CakeResume 2023 Career Fair' '汽車相關' '業務推廣']
3693,['Perl' 'Python' 'FPGA']
9245,[]
3515,['Linux' 'Shell' 'Python']
6247,['Project Manager' 'Project Management' 'Wireframe']
5999,['Google Drive']
10120,[]
3695,['USB4' 'ESL' 'C']
10059,[]
10792,['Excel' 'PowerPoint' 'Word']
4826,[]
5445,['AWS' 'CakeResume 2023 Career Fair']
8252,['GOOGLE Workspace' 'Startup' 'LinkedIn']
3261,['韌體' 'X86' 'C語言']
8951,[]
7963,[]
4049,[]
8306,[]
885,[]
7144,['英文  聽/精通  說/精通   讀/精通   寫/精通' '行銷企劃' '數據行銷']
6718,[]
6006,['PowerPoint' 'Word' 'Excel']
7311,['Word' 'PowerPoint' 'Excel']
6807,['excel' 'data analytic' 'presentation']
729,[]
4685,['OOAD' 'OOP' 'SDLC']
997,[]
2711,['CakeResume 2023 Career Fair' '.Net framework' '.NET Core']
5093,['滲透測試' '資訊安全' 'Security']
5630,['ABAP' 'SAP' 'FI']
4792,[]
196,[]
8302,['excel' 'word']
1822,['#證券\n#金融\n#營業員\n#業務']
7875,['PowerPoint' 'Tableau' 'Excel']
1196,['photoshop' 'illustrator' 'Premiere']
5550,[]
2521,['React Native' 'App' 'Cross-platform Development']
10274,[]
8247,['CakeResume 2023 Career Fair']
5982,['區塊鏈' 'NFT' 'BD']
9297,[]
2391,['C++' 'FPGA' 'ASIC']
10398,[]
1958,[]
4581,[]
5033,['嵌入式軟體' 'AI 加速器軟體' 'NN framework']
8043,[]
7218,['社群企劃' '行銷企劃' '商務']
6173,['CakeResume 2023 Career Fair']
6827,['communication' 'powerpoint' 'microsoft office']
11036,['log' 'VPN' 'L2']
4765,[]
6664,['堤亞' '推薦獎金' '應屆畢業生']
3790,['Linux' 'Open Source Code study/porting']
7315,[]
8579,['photoshop' 'illustrator' 'Sketch']
1855,['分行櫃員' '櫃檯服務專員' '櫃員']
7749,[]
9275,[]
4030,['Linux' 'PHP' 'T-SQL']
815,['Design' 'illustrator' 'photoshop']
7499,['Illustrator' 'Adobe Photoshop' 'SEO']
110,[]
3987,['+Git' '+spring boot' '+java']
8700,['TypeScript' 'Angular' 'JavaScript']
6591,['專案管理' 'PowerPoint' 'Photoshop']
5809,[]
4612,[]
2246,['headhunter' 'Recruitment' 'Consultant']
8932,['台北' '西湖捷運站' '內湖科技園區']
2780,['台北' 'Remote' 'Linux']
989,['產品企劃' '產品管理' 'PM']
192,['Team Management' 'Leadership']
9068,['HTML/CSS' 'Framework' 'JavaScript']
8333,[]
10904,['Trello' 'Linear' 'Figma']
2782,[]
3495,['MSSQL' 'DBA' 'DBA資料庫工程師']
9042,['Vue']
1082,['UI' 'Website Design' 'app']
7782,['Google Drive' 'Excel' 'PowerPoint']
4678,['Slack' 'Notion' 'ClickUp']
1322,[]
11133,['PowerPoint' 'Excel']
10080,['Excel' 'Outlook' 'PowerPoint']
6398,['powerpoint' 'word' 'excel']
4433,['CakeResume 2023 Career Fair']
251,[]
561,['word' 'excel' 'powerpoint']
9839,[]
11438,[]
10683,['程式設計' 'PostgreSQL' 'MSSQL']
5244,['PL/SQL' 'Oracle' 'MS SQL']
11429,['Account Management' 'client relationship management' 'Google Analytics']
10763,[]
1013,[]
1245,[]
10848,[]
6967,[]
1890,['財務會計' '會計' '財務分析']
9278,['word' 'excel' 'powerpoint']
1657,['Electronics Industry']
4878,['Manual Testing' 'Automation Testing']
8774,['高雄市苓雅區' 'C#' 'HTML']
5947,[]
5921,['新北市新店區' 'Business Developer' 'Junior Account Manager']
4628,['Communication' 'Product Management']
166,['Japanese' 'English' 'Market Research Consultant']
6112,['Microsoft Office' 'shopline' '1shop']
5134,['Penetration Testing' 'Red Team' 'Security']
7838,[]
3531,[]
11190,[]
97,[]
8526,[]
9949,['Axure' 'office' 'MS Project']
10544,['CRM' 'DMP' 'CDP']
8088,['word' 'powerpoint' 'excel']
9597,[]
9524,['SI' '專案溝通╱整合管理' '專案管理及執行']
10083,[]
10100,['C# ASP.NET']
2318,['110台灣台北市信義區' '台灣台北' 'HRBP']
9122,['+vue' '+Vue.js' '+JavaScript']
423,['CakeResume 2023 Career Fair']
8675,['PHP' 'RDBMS' 'MySQL']
5713,[]
3297,[]
3327,['#backend' 'Frontend' 'CTO']
3498,['AJAX' 'ASP.NET' 'asp']
4928,[]
238,['服務' '賣場' '補貨']
5744,[]
7927,['CakeResume 2023 Career Fair' 'Bussiness Development' 'Marcom']
1606,['Excel' 'Word' 'PowerPoint']
9361,['word']
4943,[]
8369,[]
2379,[]
7287,[]
2536,[]
2742,['srping boot' 'java']
5205,['CI/CD' 'React.js' 'Golang']
6669,[]
4390,['Electronics Industry']
10205,[]
3556,[]
9846,['ECommerce' 'Shopify' 'Cross border']
1127,['Photoshop' 'Microsoft Office']
11336,['UI/UXDesign' 'UI Design' 'UX Design']
3806,[]
10119,['116台灣台北市文山區' 'website engineer' 'php']
8091,['太平買房推薦' '求職' '太平區']
8142,['Business Strategy' 'Business Development']
6146,['專案管理師' 'PMP國際專案管理師證照']
7827,[]
11020,['Excel']
427,[]
4959,[]
11228,['word' 'PowerPoint' 'Outlook']
7272,['Microsoft Office']
5946,['業務或通路開發' '商務拓展' '商務開發']
2384,[]
10615,['C#' 'C++' 'JAVA']
5624,['CCNA' 'CCNA Security' 'CEH']
2717,['WordPress' 'AWS' 'Linux']
3804,['#Linux' 'RTOS' 'motioncontrol']
2063,['word' 'excel']
10561,['Excel' 'word' 'powerpoint']
10377,['品牌行銷管理' '品牌策略' '行銷相關知識']
9433,[]
3318,['Smart Contract']
6504,[]
9369,['社群經營' '社群行銷' '社群企劃']
7242,['Word' 'PowerPoint' 'Excel']
9503,['專案管理經驗']
10475,[]
3400,[]
10647,['Power' '電源' '技術支援']
1117,[]
8908,['Vue' 'Lead' 'Frontend']
2851,['信義區' '台北' 'CI/CD']
10662,[]
1415,['台中' '物聯網' '智能產品']
9265,[]
6918,['Microsoft Office']
7056,['台灣台北' 'Digital Marketing']
9391,[]
4610,[]
2693,['Backend Development' 'API/SDK' 'RESTful APIs']
5491,['Docker' 'AWS' 'Shell Script']
10358,[]
8275,['Consulting' 'FAE' 'CRM management']
255,[]
4588,['php' 'html + css + javascript' 'MySQL']
4178,['Swift' 'Objective-C']
7402,[]
7376,['Google Drive' 'powerpoint' 'Communication']
7549,['editor' 'translation']
10436,['文字客服']
10422,['軟體工程師']
2484,['Android' 'kotlin']
1,[]
3409,['data science' 'Data analysis']
910,['AutoCAD' 'photoshop' 'illustrator']
11520,[]
106,[]
8621,[]
9261,['powerpoint' 'excel' 'word']
6156,['word' 'google drive' 'excel']
11270,[]
4240,['C' 'C++' 'Python']
1428,[]
2937,['Node.js' '.NET Core' 'Docker']
8265,[]
10198,['美編軟體' '美編排版' '美編修圖']
11187,['Power BI\u200b' 'MS SQL' 'Python']
2002,[]
10640,['Catia' 'Solidworks' 'SolidWorks']
5168,['CSS' 'Bootstrap' 'JavaScript']
5314,['C' 'C++' 'Python']
5936,['數據行銷' '業務開發' '商業分析']
1732,[]
283,['FAE' 'Technical Support']
450,['Customer Service' 'Store Staff' 'operation']
2534,['湖口工業區' 'JAVA']
5239,['project Manager' '專案溝通╱整合管理' '客訴案件處理']
4593,[]
8529,['word' 'microsoft office' 'google drive']
11286,[]
9665,['Social Media Marketing' 'Digital Marketing']
7501,['Facebook' 'IG' '小紅書']
2432,[]
8001,[]
7766,['台北' '大安區' 'excel']
6524,['word' 'excel' 'iOS']
1941,[]
5005,[]
4476,[]
4903,['CakeResume 2023 Career Fair']
2845,['Laravel' 'PHP' 'MySQL']
4064,['FullStack Development' 'Software Engineering' 'Software Development']
9370,['專案管理' 'Google Drive']
5635,['Bloomberg' 'Fixed Income']
6677,[]
4641,['Product Development' 'Product Management' 'CakeResume 2023 Career Fair']
2566,['Microsoft Office' 'css+html' 'SQL']
2060,[]
5311,['c#.net' 'ASP.NET']
6342,['Electronics Industry']
1698,[]
8361,[]
2242,['C&B' 'HR' 'HRBP']
2741,['MySQL' 'MS SQL' 'Spring']
2125,['PowerPoint' 'Microsoft Office' 'Google Drive']
6969,['Facebook' 'Instagram' 'Photoshop']
1071,['After Effect' 'Sketch' 'Adobe Creative Suite']
6457,[]
4624,['台灣台北' '台灣台北市南港區']
6746,[]
932,['多媒體影像處理' '動畫設計' '2D']
4788,['PM']
1929,[]
8245,['Business Development' 'SaaS sales']
2317,['CakeResume 2023 Career Fair']
5283,[]
8730,['word' 'excel' 'powerpoint']
4825,['word' 'microsoft office' 'google drive']
8319,[]
9098,['Vue.js' 'Bootstrap' 'RWD']
4107,['energy' 'renewable' 'solar']
2458,['Android Studio' 'profiler' 'Git']
9204,[]
4340,['Java']
1872,['word' 'excel' 'powerpoint']
4885,[]
4086,[]
8083,['業務' '行銷' '內勤']
4044,['Rails' 'Vue.js' 'Full Stack Web Development']
8933,['GENERO' 'GO']
5679,['Microsoft Office' 'Communication']
6187,['Excel' 'Google Drive']
10424,[]
1144,['Draw.io' 'Figma' 'ClickUp']
3568,['Electronics Industry']
487,['Customer Service' 'Store Staff' 'operation']
10243,[]
6977,[]
8500,['powerpoint' 'microsoft office' 'excel']
4948,['Software' 'Manual QA Engineer' 'SQA']
6909,[]
7030,[]
3675,[]
10458,['Customer Service' 'Store Staff' 'operation']
4358,['Word' 'PowerPoint' 'Excel']
9053,[]
8285,['114台灣台北市內湖區' '業務開發' '軟體業務']
9528,['PowerPoint' 'Excel' 'Photoshop']
3809,[]
7607,['直播' '越南']
10102,[]
29,['中文打字 50~75' 'Excel' 'Windows XP']
7185,['Word' '專案管理' 'Excel']
7695,[]
511,['Word' 'Excel']
672,['word' 'powerpoint' 'illustrator']
5249,['Golang' 'Linux']
3889,['台灣台北' '708台灣台南市安平區' 'javascript']
9027,['HTML/CSS' 'JavaScript' 'JSP']
7616,['Communication']
6984,['行銷企劃' '整合行銷' '數位行銷']
5587,['ISO 2700' 'C++' 'C++.Net']
2556,['Java' 'JavaScript' 'gamedevelopment']
4495,['AI & Machine Learning' 'Python' 'ONNX']
11409,['Fixed Income' 'Financial' 'Analyst']
601,[]
10054,['photoshop']
5910,"['Business Development' 'Partnership Development'
 'CakeResume 2023 Career Fair']"
3104,['Linux' 'Shell' 'Github']
1385,[]
6115,[]
9519,[]
436,[]
5478,['JavaScript' 'HTML' 'Objective-C/Swift']
8216,['CakeResume 2023 Career Fair' 'java' 'python']
7982,[]
8367,['Customer Service' 'Technical Support' 'Client Support']
10256,[]
3399,['ETL' 'NoSQL' 'Python']
4048,['Linux' 'C++' 'JavaScript']
11295,['Full Stack Web Development' 'JavaScript / ES6 / jQuery' 'JavaScript']
1808,[]
2156,['Unity 3D' 'Education' 'Metaverse']
3773,['C' 'C++']
3473,[]
8197,[]
10491,['Debug' 'FAE' 'DFT']
1302,['竹北市']
4643,[]
1109,[]
5001,['excel']
2304,[]
11103,[]
5816,[]
7592,[]
612,[]
7224,"['Product Marketing Strategy' 'Product Marketing Management'
 'Growth Marketing']"
10282,['social media' 'Social Media Marketing']
1960,['Word' 'Excel']
5483,['Grafana' 'Jenkins' 'CI/CD']
5750,['Microsoft Office']
547,[]
5417,[]
9024,[]
5156,[]
8910,['JavaScript' 'React.js' 'Front-end']
4410,['Java' 'Spring Boot' 'Spring MVC']
654,['illustrator' 'photoshop' 'microsoft office']
531,[]
8272,['excel']
9970,[]
11096,[]
8087,[]
5294,[]
2808,[]
11253,['PHP' 'Git' 'SQL/MySQL']
4437,[]
2757,['Backend Developer' 'Python']
9943,[]
10596,[]
7618,[]
9639,[]
7231,['Digital Marketing' 'Marketing' 'Google Analytics']
10549,['UI/UXDesign' 'RWD' 'CSS']
9004,['Vue.js' 'Vue' 'Vuex']
6387,['Excel' 'Microsoft Office' 'powerpoint']
6237,[]
655,['photoshop' 'illustrator' 'procreate']
1199,['#視覺設計']
10022,[]
1374,[]
4053,['PHP' 'Laravel' 'ThinkPHP']
1341,['OrCAD' 'Allegro' 'AutoCAD']
2829,[]
6290,[]
10981,[]
2754,[]
2311,[]
4399,['CakeResume 2023 Career Fair']
2493,[]
7700,[]
10955,['facebook' 'LINE OA行銷工具' 'Line OA']
4773,['Project Management' 'Infrastructure' 'IT']
6305,['CakeResume 2023 Career Fair']
861,[]
2663,['台灣台北市大安區' '+Python']
5029,['Linux' 'C++' 'C']
10203,[]
6897,['B2B Marketing' 'startup' 'GA']
11495,[]
8049,['powerpoint']
7791,['word' 'excel' 'powerpoint']
4306,[]
10990,['Microsoft Office' 'Linux' 'VMware']
5845,['忠孝敦化' '台北']
4864,['React.js' 'Node.js' 'TypeScript']
5304,['word' 'powerpoint' 'excel']
11445,[]
3191,['javascript' 'PHP']
810,['illustrator' 'photoshop' 'excel']
10947,['microsoft office' 'instagram' 'illustrator']
3002,['.net' 'c#' 'MVC']
9818,[]
3143,['backend' 'backend engineer' 'fullstack']
9691,[]
6430,[]
7084,['PowerPoint' 'Excel']
1050,['Customer Journey Mapping' 'Prototyping' 'Zeplin']
555,[]
10365,['馬來語']
4163,['iOS' 'Swift' 'startup']
3684,[]
4128,['C++' 'C' 'c#']
10103,[]
3176,['Python' 'Linux' 'AJAX']
5399,['Linux' 'Android' 'C']
8492,[]
1925,['Excel' 'Microsoft Office']
9104,['Vue.js' 'PostgreSQL' 'Python']
2088,[]
9123,[]
5054,[]
182,[]
8536,[]
10840,[]
10146,[]
6001,['Word' 'PowerPoint' 'Excel']
6327,['Electronics Industry']
2404,[]
1529,['Mechanical Engineering' 'mechanical' 'ME']
4577,['php' 'MySQL' 'HTML5']
1826,['CakeResume 2023 Career Fair']
6868,[]
11540,['PHP development' 'Laravel']
8068,['word' 'excel' 'powerpoint']
3378,['系統分析師' 'T-SQL' 'Store Procedure']
11170,[]
4760,[]
6723,[]
9694,['台北' 'javascript' 'Java']
6751,['tiktok' 'Marketing' 'Video Editing']
8356,['Decathlon' 'Sports' 'Leader']
10861,['廣告效益評估' '廣告投放策略與優化' '廣告文案企劃']
5161,['Engineering Management' 'Management' 'CakeResume 2023 Career Fair']
317,[]
5856,[]
72,[]
10612,['Communication' 'Microsoft Office']
2898,['AWS' 'MySQL' 'Linux']
10378,['Microsoft Office' 'Marketing Communications' 'Canva']
8928,['Frontend' 'ReactNative' 'NFT']
8942,[]
5662,[]
10325,['word' 'excel']
6961,[]
11050,['Word' 'PowerPoint' 'Excel']
1292,['word' 'excel' 'powerpoint']
3295,['C++']
5572,['Python' 'Java']
3786,['Electronics Industry']
6455,[]
3554,['民權東路三段' '中山區' '中山國中捷運站']
10095,['338台灣桃園市蘆竹區' '台北市中山區']
4680,['軟體開發專案流程' '軟體產品規劃及系統分析' '軟體產品']
30,['Excel' 'Outlook' 'Word']
1270,['language' 'English' 'TEFL']
8827,['C#' 'MS SQL' 'Delphi']
10988,[]
7543,['編輯' '區塊鏈']
3667,['devops' '後端工程師' 'SRE']
4723,['114台灣台北市內湖區']
2143,[]
2707,[]
7058,['廣告投放' '文案撰寫' '行銷專員']
8176,"['業務或通路開發、業績目標分配與績效達成、協商談判能力、客戶資料更新維護、提案與簡報技巧、品牌行銷管理、業績與管理報表撰寫、實體活動規劃與執行、專案時間╱進度控管'
 '電子商務' '業務']"
1351,[]
3605,['Kubernetes/Docker' 'CICD' 'DevOps']
1482,[]
3171,[]
9589,['IG' 'FB' 'google drive']
722,['word' 'illustrator' 'powerpoint']
9424,['word' 'excel' 'powerpoint']
3567,['SRE' 'DBA']
5047,[]
889,['Word' 'PowerPoint' 'Excel']
3558,[]
6321,['TPM' 'Technical Product Management' 'Agile']
216,['Customer Service']
3070,['flask' 'python' 'linux']
3227,['golang' 'c#']
163,['客服' 'CakeResume 2023 Career Fair']
8029,[]
2116,[]
4900,['台北市松山區' 'CakeResume 2023 Career Fair']
9721,[]
9028,['frontend' 'game' 'game development']
3690,['FPGA' 'Verilog']
5113,[]
4382,['專案管理']
340,[]
6678,['部門人力成本控制' '預算編製與成本控管' '工廠管理能力']
9868,['Windows' 'Windows Server' 'Windows 10']
411,[]
10582,['Photoshop']
9795,['IoT' 'Storage' 'powerpoint']
6974,['文案' '文案/文字內容產出' '文案設計']
8067,['outlook' 'excel' 'word']
3314,[]
2607,['Java' 'MySQL' 'Git']
3047,['C#']
4245,['WordPress' 'CSS' 'HTML']
5357,['Flutter' 'Git']
1221,['HTML + CSS' 'JavaScript' 'vue2.js']
11099,[]
7410,['Google Drive' 'Communication']
5514,[]
5964,['商務開發']
351,[]
7274,['excel' 'Word']
9930,['Google Analytics']
5830,['excel' 'word' 'Outlook']
9081,['Sketch' 'Framer X' 'InVision Studio']
959,[]
6526,['業務' '數位廣告' '數位行銷']
4354,['javascript' '+java' '+android']
9352,[]
10713,['Vue.js' 'RWD' 'Node.js']
9622,[]
7387,[]
6010,['英文打字50~75' '中文打字50~75' 'Outlook']
7839,['葡語業務' '葡萄牙語']
4225,['system integration' 'System Analysis' 'HRIS']
8053,['word' 'excel' 'powerpoint']
7599,['journalism' 'international news' 'interpreter']
10239,[]
4941,['台灣台北' '103台灣台北市大同區' 'QA']
10558,['Illustrator' 'photoshop' 'Canva']
8512,[]
9656,['+facebook廣告' '+twitter' '+discord']
4002,['JavaScript' 'java' 'Electronics Industry']
142,['顧客關係管理師' '客服及問題處理' '顧客關係經營']
6389,['Microsoft Office' 'Communication' 'Photoshop']
7401,['平台行銷' '平台營運' '企劃案的策畫/執行']
2141,[]
8638,[]
2906,[]
11546,['Blog Marketing' 'Blogging Content Writing' 'Blog Writing']
5014,['QA']
219,['Word' 'PowerPoint' 'Excel']
1563,[]
1017,['Photoshop' 'Illustrator' 'AutoCAD']
1765,['Accounting' 'Finance' 'ECommerce']
7556,['編輯' '媒體相關' '專欄']
7077,['excel' 'powerpoint' 'word']
10058,['facebook' 'line@' 'ecommerce']
208,[]
2801,['Kubernetes (k8s)' 'Networking' 'Linux']
579,['Swift' 'Apple']
1264,[]
3884,[]
5939,['CakeResume 2023 Career Fair']
6182,['110台灣台北市信義區']
2267,['Word' 'Excel' 'Outlook']
5867,['Word' 'PowerPoint' 'Excel']
2395,[]
5460,[]
7627,['CakeResume 2023 Career Fair' '影音製作' '影音編輯']
9015,['HTML/CSS' 'JavaScript']
6406,['word' 'google drive' 'powerpoint']
3371,['hadoop' 'spark' 'sql']
2990,[]
4256,[]
8764,['C' 'C++' 'Java']
