,job_tags
2412,['kotlin' 'Java' 'Git']
10563,['SketchUp' 'Illustrator' 'AutoCAD']
11079,['PowerPoint' 'Word' 'Excel']
3771,['TFT-LCD' '高速 PCB']
5701,['legal' '法務']
5415,['Unity3d' 'C#' 'shaderlab']
10185,['B2C' 'APP' 'User Interface Design']
1435,['Docker' 'CI/CD' 'AWS']
1443,['Microsoft Office']
7090,['Digital Marketing']
899,['sketch up' 'AutoCAD' 'word']
6835,['Microsoft Office']
6922,['KOL合作規劃與執行' 'KOL行銷' '行銷企劃']
8484,['Word' 'Excel' 'PowerPoint']
1621,[]
533,[]
9441,['PLC' 'excel' 'word']
5071,['Linux' 'C++' 'Java']
8251,[]
4684,[]
11056,['GCP' 'Docker' 'Terraform']
8145,['HTML' 'Github' 'Go']
3225,['PHP' 'Node.js' 'blockchain']
1049,['Axure RP' 'Sketch' 'Adobe XD']
169,['Communication']
5484,['Type C PD']
10249,[]
10220,['Manager' 'EE' 'Acoustic']
4526,['SQL' 'JavaScript' '.NETCore']
3384,['Python' 'Data Engineering' 'NoSQL']
7908,['CakeResume 2023 Career Fair']
6941,[]
7496,['word']
1778,['#2023新鮮人職缺' 'CFA']
8172,[]
9480,['microsoft office' 'google drive' 'powerpoint']
6453,['新鮮人專屬機會']
1438,[]
3926,['javascript' 'Javascript(ES6)' 'Javascript']
1401,[]
9962,[]
8605,['台灣' '信義區' '遠端工作']
313,[]
6139,[]
9469,['illustrator' 'photoshop' 'excel']
4061,['Full-Stack' 'FullStack Development']
329,['Excel' 'Word']
5584,['Microsoft Office' 'CCNA' 'PMP國際專案管理師證照']
8212,[]
9651,[]
2358,['Excel']
10353,['Android Development' 'GIT' 'Kotlin/Android']
10304,['Word' 'Excel']
2861,[]
5797,['word' 'excel' 'powerpoint']
642,['Banner' 'css' 'html']
6297,['XMind' 'Google Drive' 'Word']
11108,['Linux' 'Android' 'Java']
8050,['Electronics Industry']
2558,['Android 開發相關' 'IOS 開發相關' '軟體工程師']
3544,['PHP' 'JIRA' 'MySQL']
7719,['cybersecurity']
6956,[]
8841,['linux' 'C' 'C++']
327,['excel' 'word']
10915,['HTML' 'CSS' 'Sketch']
10279,['招募、業務開發、培訓激勵、關懷與管理。' '招募技巧' '招募與任用']
4355,['+java' '+javascript' '+C++']
3131,['Git' 'ASP.NET' 'jQuery']
4366,[]
6226,['Google Sheets' 'Excel']
3591,['K8S' 'CDN' 'MySQL']
6478,[]
6801,['Google Analytics' 'Google Trend']
9316,[]
53,[]
653,['photoshop' 'word']
5479,[]
11151,['Marketing Communications' 'Marketing Strategy']
4848,['內湖' '台灣' '台北']
7562,[]
5686,['SRE' 'GCP' 'AWS']
4503,['Google Cloud Platform' 'Python' 'Machine Learning']
552,[]
7520,['Microsoft Office' 'Google Drive' 'ChatGPT']
5656,[]
6316,['Electronics Industry']
8255,['電商' 'CakeResume 2023 Career Fair']
8464,[]
903,[]
7758,['Google Drive' 'Photoshop']
6883,[]
5937,['CakeResume 2023 Career Fair']
3195,['Java' 'Git' 'Git Flow']
4949,['博弈' '棋牌' '遠端工作']
784,['photoshop' 'illustrator']
4057,['Docker' 'Linux' 'DevOps']
465,[]
6651,['SAS' 'microsoft office']
7521,[]
10711,[]
11455,['測試計劃及測試報告書撰寫' '軟體整合測試' 'Bug tracking']
9467,[]
10888,[]
10689,['SQL' 'Career in Taiwan' '理科生']
9659,[]
9600,[]
7250,['Word' 'PowerPoint' 'Excel']
10266,['Project Management' 'Project Planning' 'Project Coordination']
8222,['Excel' 'Microsoft Office']
8797,[]
1758,['CakeResume 2023 Career Fair']
5215,['台灣台北市大安區' 'JavaScript']
4845,['新北市新店區' 'JavaScript' 'QA Engineer']
2431,['台灣台北' 'Android' 'Github']
10226,[]
10767,[]
9244,['excel' 'powerpoint' 'word']
5637,['台灣台北' '客戶關係維護' '業務支援工程師']
48,['特考驗光生' '特考驗光師' '高(普)考驗光生']
10359,['CRM' '消費者行為洞察' '消費者行為分析師']
7654,[]
10545,['Marketing Strategy' 'NOTION' 'XD Design']
8758,['C++' 'C' 'Linux']
11358,['illustrator' 'photoshop' 'powerpoint']
9018,['vue.js']
9151,['Front-end' 'React' 'nextjs']
2709,['松山區' '台北' '.net core']
40,['特考驗光生' '特考驗光師' '高(普)考驗光生']
5370,['SAP' 'SAP ERP' 'ABAP']
8582,['Slack' 'Notion' 'Figma']
10924,['Product Knowledge' 'Problem Solving Skills' 'Project Management']
6637,['數值' '分析' '庫存管理']
6071,['excel' 'powerpoint' 'Google Analytics']
1731,['Electronics Industry']
9026,[]
2501,['CakeResume 2023 Career Fair' 'Dart' 'Flutter']
10450,['Customer Service' 'Store Staff' 'operation']
1300,[]
367,[]
11201,[]
10174,['產品介紹及解說銷售' '業績目標分配與績效達成' '業務或通路開發']
6647,['CakeResume 2023 Career Fair']
11156,['Word' 'PowerPoint' 'Excel']
6072,['CakeResume 2023 Career Fair']
6553,['銷售 / 客服相關' '3C']
6963,['Direct Dialogue' 'Fundraising manager' '籌款經理']
4454,['Spring Boot' 'JAVA' 'Tomcat']
2187,['Unreal' 'UnrealEngine4' 'C++']
8412,['word' 'excel']
10616,[]
3057,['+Golang' '+Docker']
4816,[]
2589,['Node.js' 'backend' 'web3']
1034,['台北' 'Keynote' 'Figma']
8376,[]
7584,[]
9725,['Windows Server' 'hyper-v' 'Cisco']
1272,['Language' 'English' 'TEFL']
5961,['Partnership' 'Advertising' 'Business Development']
2269,[]
7861,[]
6505,['communication' 'excel' 'Google Analytics']
6544,['業務開發' '餐廳' '台北']
5053,['台灣' '台北' '信義區']
2025,['JLPT N1' 'JLPT N2 (日語)']
5660,['CICD' 'API' 'DevOps']
8706,[]
10397,[]
3130,['golang' 'RESTful API' 'Git']
2863,['Winform' 'VB6' 'C#']
9699,['Oracle ERP' 'D2k' 'Oracle Forms and Reports']
4896,['MySQL' 'Java' 'Python']
6274,['Project Management']
831,[]
9580,['Marketing' 'CakeResume 2023 Career Fair']
10727,['台北' 'TypeScript' 'React.js']
7182,['CakeResume 2023 Career Fair']
6391,[]
4164,['台灣' '大安區' '忠孝敦化']
4909,['QA Engineer' 'QA testing軟體測試' '自動化測試']
10073,[]
11468,['台北' 'full stack']
1033,['中和區' 'Figma' 'Axure']
1378,['ME' 'Digital Stylus' 'AUTOCAD']
10209,['Framework' 'PHP' 'Laravel']
6086,['excel' 'powerpoint' 'word']
25,[]
6473,['專案管理']
5543,['JAVA' 'C++' 'Networking']
1919,[]
2955,[]
5675,['.NET Framework' 'C#' 'ASP.NET MVC']
2685,['.net' 'C#' 'SQL/MySQL']
6736,[]
11008,[]
1827,['風控']
9581,['社群' '社群行銷']
4729,['Communication' 'Word' 'PowerPoint']
275,['Customer Service' 'Product Management' 'Chatbot']
8062,[]
5045,['GIT' 'SVN' 'JIRA']
10975,['JavaScript' 'Cypress' 'API Testing']
10222,['QA Testing' 'SQL']
4751,['專案管理' '專案進度控管' '軟體專案管理']
9092,['powerpoint' 'illustrator' 'photoshop']
8336,['客服處理' '客服及問題處理' '文字客服']
10676,[]
7316,[]
2681,['PostgreSQL' 'Django' 'AWS']
7660,[]
9972,['word' 'powerpoint' 'excel']
4511,[]
7613,['PowerPoint' 'Excel' 'Keynote']
7363,[]
5728,[]
10175,['blockchain' 'sales']
6654,['Word' 'PowerPoint' 'Excel']
5512,['POS系統']
2934,['110台灣台北市信義區' 'backend' 'Backend Development']
8600,['CSS' 'jQuery' 'JavaScript']
10140,[]
7270,[]
8496,['excel' 'word' 'powerpoint']
6256,[]
6667,[]
7181,['Outlook' 'powerpoint' 'excel']
9196,['桃園']
4776,['PM' '專案管理' '課程管理']
4638,['台灣' '台北']
5970,[]
3141,[]
998,[]
56,['特考驗光生' '特考驗光師' '高(普)考驗光生']
8741,['Ruby on Rails' 'JavaScript' 'Vue.js']
11466,['AWS' 'Python' 'Django']
9602,['Creativity' 'excel' 'powerpoint']
9146,[]
435,[]
7482,['Google AdWords' 'Facebook Ads' 'word']
5124,['Security Engineer' 'Security' 'Penetration Testing']
11231,['.NET' 'Programming']
7353,[]
10125,['台北' '西湖捷運站' '內湖區']
999,[]
2590,['AI' 'Martech' 'PHP']
1764,[]
11194,['excel' 'powerpoint' 'Word']
2510,['android app' 'iOS' 'CakeResume 2023 Career Fair']
473,[]
4244,['台中市西屯區' 'SQL' 'JavaScript']
360,[]
3267,[]
10958,['社群行銷經營' '網路行銷企劃' '行銷  / 公關 / 媒體 (例：Growth Hacker，內容行銷，社群經營)']
4154,['Firebase' 'Objective-C' 'OOP']
1912,['文中會計系統' 'Excel']
4000,['Google Analytics' 'E-commerce' 'Database Design and Development']
5620,['IT Management' 'IT support' 'IT Infrastructure']
6058,['Excel' 'PowerPoint' 'Word']
10989,[]
3640,[]
11298,['SEM' 'CMS' 'Microsoft Office']
2597,['Golang' 'Startup' 'TCP/IP Protocols']
1727,['X86' '硬體工程技術開發' '硬體系統研發設計']
11161,[]
11045,[]
289,['Customer Relations' 'Customer Service' 'CRM']
5983,['科技大樓站' '大安區' '台北']
480,[]
8862,['Front-End Development' 'Front End' 'React']
4494,['Python' 'PyTorch' 'Tensorflow']
11551,[]
2011,[]
10206,[]
8054,['microsoft office' 'word' 'powerpoint']
7962,['TOEIC' 'JLPTN2']
11384,['Tableau' 'Oracle' '前端：html、css、jquery、javascript']
619,['Photoshop' 'Illustrator' 'InDesign']
1310,['BIM' 'Revit']
3807,['Linux' 'C' 'C++']
5269,[]
10583,['PowerPoint' 'Adobe Photoshop' 'Illustrator']
5046,['PLC' 'C++' 'C#']
6474,['Logistics']
3745,[]
2522,['Flutter' 'Mobile Application Development' '區塊鏈']
8205,['業務' '業務開發' '業務推廣']
6251,['專案管理' '專案經理' 'Project Management']
64,[]
6362,['公共衛生' '公單位醫療領域' '醫療領域']
8658,['221台灣新北市汐止區' 'VMware' 'Citrix']
3859,['Node.js' 'HTML/CSS' 'JavaScript']
5672,['jQuery' 'SCSS' 'Git']
11216,['PowerPoint' 'Excel']
9664,['word' 'google drive' 'illustrator']
9129,['+PHP' 'MySQL' 'HTML/CSS']
7998,['客戶管理' '商務開發' '業務開發']
6465,['excel' '鼎新' 'word']
5018,['Medical' 'VR' 'medical simulation']
1045,[]
8718,['Android' 'iOS' 'Github']
1249,['python' 'scratch']
2595,[]
1922,[]
1802,['Google Drive' 'excel' 'powerpoint']
10200,['遊戲美術設計師' '遊戲美術' '原畫']
8402,[]
3918,['HTML' 'CSS' 'JavaScript']
5850,[]
9916,['教育' '教育新創' '教學設計']
8130,['Excel' 'PowerPoint' 'Word']
4218,['IOS']
1377,['X86' 'ARM' 'Server']
3174,[]
8588,['Photoshop' 'Adobe Illustrator' 'PowerPoint']
8615,['Python' 'API']
7306,['google drive' 'excel' 'powerpoint']
4660,[]
5571,['IT support' 'IT Management' 'IT']
11284,[]
5035,[]
920,['AutoCAD' 'SketchUp' 'enscape']
1540,[]
5251,"['Auditing and Monitoring' 'Identity and Access Management'
 'Privileged Access Management']"
6642,['Business Strategy' 'Strategy Planning' '企劃']
4267,['excel' 'powerpoint' 'word']
5645,['CakeResume 2023 Career Fair']
709,[]
2055,[]
1793,[]
10552,[]
2568,['PHP' 'JavaScript' 'MySQL']
6819,['行銷' '設計' '行銷企劃']
347,[]
8250,['Word' 'PowerPoint' 'Excel']
3462,[]
819,['photoshop' 'illustrator' 'google drive']
976,[]
2992,['PHP' 'PHP MVC' 'CakePHP']
49,['特考驗光生' '特考驗光師' '高(普)考驗光生']
10907,['Product Management' 'Product Design' 'PM']
3105,['Node.js' 'PHP' 'AWS']
3561,['Prometheus' 'Elk' 'Git']
5925,['PowerPoint' 'Word']
3522,['word' 'excel' 'powerpoint']
4711,[]
8191,[]
10606,['Ruby' 'Ruby on Rails' 'Backend']
8922,['React.js' 'React' 'RWD']
8342,['Communication']
4116,[]
1527,['#2023新鮮人職缺']
6108,['excel' 'word']
10646,[]
5025,['C' 'C++' 'Matlab']
6783,[]
1089,['Adobe Illustrator' 'Adobe Photoshop' 'Figma']
3653,['DevOps' 'SRE' 'Ansible']
1804,['Excel' 'Powerpoint' 'Word']
5070,[]
3133,['C#' '.net' '.net core']
2623,['GCP' 'HTML' 'Github']
948,['Human Computer Interaction' 'HCI' 'ux']
2393,[]
1383,[]
8866,['HTML5' 'CSS3' 'JavaScript ES6']
1046,['XD' 'figma']
3240,['#2023新鮮人職缺']
1336,['C++' 'Python' 'Matlab']
4721,['台北']
7645,['word' 'powerpoint' 'excel']
1615,['Excel' 'Word']
11037,['儲備幹部職缺專區']
6436,['捷運市政府站' '信義區' '台北']
8348,['台灣' '台北']
1748,['word']
8108,['Communication']
5894,['+店長' '+流行品牌' '銷售']
3828,['SCSS' 'CSS' 'Angular']
6282,['project management' 'Communication' 'Excel']
7117,['行銷  / 公關 / 媒體 (例：Growth Hacker，內容行銷，社群經營)']
4365,[]
875,[]
10401,['松山區' '大安區']
676,[]
11149,['iOS工程師' 'fluttter' 'IOS 開發相關']
7959,['Account Management']
11212,['Excel' 'Word' 'powerpoint']
9249,['Google Analytics' 'Google Tag Manager' 'Google Trend']
1741,[]
11400,['React' 'Angular' 'Node.js']
10748,['財務報表分析']
10585,[]
6935,[]
3485,['PostgreSQL' 'ORACLE' 'MYSQL']
540,[]
3842,[]
10502,['Sales and Marketing' 'Solution Management']
9553,['Linux' 'HTML' 'JavaScript']
6574,['word' 'powerpoint' 'excel']
6009,['Microsoft Office' 'Communication' 'Sales']
9089,['Flutter']
7180,[]
7712,['管理' '輔導' '培訓']
5432,[]
10999,['Tiptop']
527,[]
8378,[]
1775,[]
8467,[]
4508,['AI & Machine Learning' 'AI / 機器學習' 'AI架構']
10997,[]
6241,[]
1779,['CakeResume 2023 Career Fair']
10525,[]
7335,['Appsflyer' 'App' 'Campaign Strategies']
1141,['Unity3D' 'UI/UX' 'Spine']
3127,['Linux' 'Java' 'spring']
772,['Photoshop' 'midjourney' 'Illustrator']
5758,[]
6950,[]
9140,['vue.js' 'jQuery' 'Git']
11439,['HR' 'HR Business Partner' 'HR Full function']
3156,['PHP']
10931,[]
6334,[]
7930,[]
7348,[]
3215,['mvc' 'c#' 'java']
5952,['台北' 'word' 'Keynote']
11163,[]
2505,['Taipei' 'Taiwan' 'leader']
10505,['儲備幹部職缺專區']
8178,[]
4930,['Android' 'iOS' 'Golang']
2353,['excel' 'google drive' 'word']
10893,[]
759,['Photoshop' 'Word' 'PowerPoint']
6333,[]
3201,[]
10798,[]
2535,['IOS Development' 'ReactNative' 'Cocoapods']
8915,['JavaScript' 'HTML' 'CSS']
5755,[]
1850,[]
7740,['UX Research']
10661,[]
11529,[]
8710,[]
11320,[]
4442,[]
4558,[]
10876,['HR' 'HR Operations' 'HR Management']
7510,[]
5861,['業務助理' '人力資源' '行政文書']
9410,[]
5206,[]
4504,['JavaScript' 'HTML5' 'CSS3']
5187,['Golang' 'DBMS' 'MQ']
5534,['COBOL']
1842,[]
1220,[]
10459,['物聯網智慧應用及技術' '半導體測試' 'AR技術']
7751,['會計' '會計事務技術士-丙級']
10152,[]
3282,[]
10060,['photoshop' 'excel' 'google drive']
3155,['golang' 'Elixir']
7413,[]
4571,[]
7787,[]
915,[]
3992,['Angular' 'VueJS' 'java']
3492,['SQL' 'Git' 'Unix/Linux']
1298,[]
7293,[]
9234,['台北' 'illustrator' 'word']
9689,[]
4138,['IOS Development' 'IOS 開發相關' 'IOS']
11525,[]
1526,[]
711,['Illustrator' '視覺設計' '平面設計']
4080,['Github' 'Git' 'C#']
5220,['jQuery' 'JavaScript' 'J2EE']
908,['word' 'photoshop' 'illustrator']
9893,[]
1030,[]
3555,['Kubernetes' 'CI/CD' 'Azure DevOps pipeline']
3204,['javascript' 'PHP']
8653,['MS-SQL' 'ETL']
2722,['新北產業園區' 'MySQL' 'PHP']
10039,['永和區' '新北市' 'Android']
5471,['台灣' '台北' 'Kubernetes']
6968,[]
8640,[]
8647,[]
7028,[]
5361,['word' 'powerpoint' 'Outlook']
4202,[]
4898,['QA']
2835,['Go' 'Golang' 'Golang Backend']
7128,['Google Analytics' 'line chatbot']
3334,['ETL' 'Data Pipeline' 'Data Analytics']
3826,[]
10323,['word' 'excel' 'powerpoint']
1680,['韌體測試工程師' 'Electronics Industry']
10071,['BurpSuite' 'cybersecurity' 'pentest']
611,[]
250,[]
10986,['CCNA' 'LPIC' 'MCSA']
10330,['word' 'powerpoint' 'excel']
9336,[]
1244,['STEAM education' 'technology education' 'explore']
9044,['HTML/CSS' 'jquery' 'HTML']
10880,['教育訓練整體規劃與執行' '教育訓練培訓' '教育訓練需求分析']
10751,[]
3369,[]
5469,[]
10698,[]
5703,[]
2936,['React' 'react native' 'backend']
9425,[]
4829,['word' 'photoshop' 'excel']
5985,['業務' 'sales' '商務']
3583,[]
4270,['Linux' 'C++' 'C']
5353,['Java' 'C#']
6384,[]
9411,['word' 'google drive' 'photoshop']
8325,['excel' 'powerpoint']
809,['Adobe Photoshop' 'CorelDraw' 'illustrator']
7305,['Digital Marketing' 'Sales & Marketing' 'Media Sales']
5120,['220台灣新北市板橋區' 'Splunk']
3385,['Data Infrastructure' 'Data Processing' 'Data Engineering']
9502,['專案管理' 'CRM' 'Product Management']
1339,['excel' 'Outlook' 'AutoCAD']
632,['Word' 'PowerPoint' 'Excel']
5795,['Google Drive' 'Excel' 'PowerPoint']
10995,['SAP FICO' 'ABAP' 'SAP']
5615,['.NET' 'Java' 'Tech Lead']
6513,['新北' 'SEO' 'Adwords']
4557,['Node.js' 'MongoDB']
7589,['photoshop' 'illustrator' 'Premiere']
11241,['Data Science' 'senior data scientist' 'CakeResume 2023 Career Fair']
2186,[]
4313,['photoshop' 'illustrator' 'HTML/CSS']
9250,[]
2864,['java' 'spring']
4919,['QA testing軟體測試']
3264,['Blockchain' 'DeFi' 'Remote Work']
1012,['寵物' '採購' 'Excel']
5241,['Golang' 'AWS Lambda' 'MySQL']
4662,"['PowerPoint' 'Customer Relationship Management (CRM)'
 'Product Management']"
10732,['React.js' 'AngularJS' 'Vue.js']
7421,['Microsoft Office']
5596,['Cloud Services' 'AWS']
931,[]
1543,['Electronics Industry']
1828,[]
2839,['PostgreSQL' 'Django' 'Python']
6543,[]
1247,['Word' 'PowerPoint' 'Excel']
9222,[]
7450,['Photoshop' 'Word' 'Excel']
333,['Communication' 'PowerPoint' 'Excel']
9309,[]
7202,['大安區' '台北' '#2023新鮮人職缺']
2406,[]
9612,[]
2329,['Word' 'PowerPoint' 'Excel']
6660,['PRD' 'App']
3652,['Java' 'Python' 'C']
6539,['Google Drive' 'Excel' '專案管理']
7373,['財務規劃與投資管理' '財務金融與風險管理' '專案管理架構及專案說明']
8727,['C#' 'ASP.NET' 'MSSQL']
604,[]
5958,[]
2988,['Spring Boot' 'Java']
7408,['Google Drive' 'word' 'Photoshop']
9197,['google drive' 'excel']
3948,['HTML' 'CSS' 'ES6']
4991,['Mac OS' 'Android' 'iOS']
5892,['retail' 'MA' '儲備幹部']
2419,[]
4173,['Swift' 'IOS SDK']
6180,[]
1186,['photoshop' 'illustrator' 'InDesign']
3793,[]
211,[]
6218,['儲備幹部']
5313,['C' 'C++' 'Java']
9658,[]
3698,['FPGA' 'Verilog']
3704,[]
1602,[]
4227,['Engineering' '台灣' '台北']
8052,[]
3686,['RTL design' 'Synthesis' 'DFT']
6209,[]
8476,[]
4615,['Taipei' 'Taiwan' 'startup']
3183,[]
8111,[]
7583,['photoshop' 'illustrator' 'Premiere']
6440,['採購' '進出口貿易' '產品管理']
5678,['TypeScript' 'NodeJS' 'AWS']
4429,[]
7006,['Google Analytics' 'word' 'powerpoint']
5973,[]
9937,['excel' 'powerpoint']
5480,[]
7035,['SEO' 'Marketing' 'digital marketing']
1222,['PowerPoint' 'CSS' 'HTML']
7072,['Word' 'PowerPoint' 'Excel']
6798,['Word' 'Excel' 'powerpoint']
1583,['powerpoint' 'excel' 'word']
2979,[]
9695,['web3' 'IT Operations' 'IT Infrastructure']
5064,['AOI' '光學' '軟體開發']
3312,['Leadership + Management' 'CTO' '研發長']
5653,['Linux' 'Windows Server 2019' 'Database Administrator']
7167,['CakeResume 2023 Career Fair']
10510,[]
4468,['Java' 'MySQL' 'Oracle']
5986,[]
625,['photoshop' 'illustrator' 'powerpoint']
7686,[]
10251,[]
11491,['遠端' 'mvvm' 'kotlin']
4524,['.net' 'VB.NET' 'c#']
4223,['+Objective-C' '+swift']
9525,['台北' '西湖捷運站' '內湖區']
52,['特考驗光生' '特考驗光師' '高(普)考驗光生']
6594,['Word' 'PowerPoint' 'Excel']
7358,['excel' 'word' 'Photoshop']
9828,['C#' 'Linux Kernel' 'LTE']
7505,['FACEBOOK' 'GOOGLE']
3831,[]
7558,['After Effect' 'Premiere' 'Final Cut ProX']
5419,['Hsinchu' 'Hsinchu City' 'Taiwan']
6133,['CakeResume 2023 Career Fair']
2380,[]
3189,['Django' 'Python' 'PHP']
4016,['ROS 2' 'ROS' 'React']
10524,['Excel' 'PowerPoint' 'word']
1008,[]
5373,[]
4876,['Continuous Integration' 'QA Engineer' 'SDET']
4748,[]
3346,['220台灣新北市板橋區' 'Java' 'C++']
2373,['ADC' 'DAC' 'DC/DC']
9160,['HTML/CSS' 'JavaScript' 'jQuery']
7344,['powerpoint' 'google drive' 'excel']
6420,['CDN' 'TCP/IP' 'LAN']
8346,['Department Manager' 'Future Store Leader' 'Manager']
11104,[]
6782,['業務開發、銷售推廣' '業務行政、專案執行、溝通協調' '數位行銷企劃']
9797,['IT Infrastructure']
484,['CakeResume 2023 Career Fair']
10509,['Communication' 'PowerPoint' 'Word']
8645,['遠端工作' 'AI & Machine Learning' 'Aircraft Maintenance']
10063,['word' 'excel' 'powerpoint']
3502,['DBA' 'Oracle']
4472,['Java' 'word' 'excel']
8504,[]
958,[]
9237,[]
4295,[]
6527,[]
8339,['Zendesk' 'intercom' '台北市中山區']
7378,[]
10012,[]
143,[]
2886,['PHP' 'MySQL' 'JSON']
5627,['vue' 'Golang' 'MES']
1720,['Electronics Industry']
742,['捷運市政府站' '信義區' '市政府']
7730,['行政' '內勤' 'Word']
5167,['Backend Development' 'Backend' 'Asana']
9780,[]
5868,['word' 'excel']
9003,['Vue.js' '.NET Core']
5954,[]
2014,[]
3028,['Microsoft SQL Server' 'JSON' 'ASP.NET MVC']
1599,[]
1073,[]
2691,['Laravel' 'RESTful API' 'SQL']
321,[]
5345,['microsoft office' 'word' 'excel']
9883,[]
5450,['台北' '內湖科技園區' '內湖區']
10306,['Excel' 'powerpoint' 'Google Drive']
9929,['產品管理' '電商平台' '電商']
9643,[]
10052,['Social Media Marketing' 'Instagram' 'TikTok']
9890,[]
8270,[]
9311,['photoshop' 'illustrator' 'word']
402,[]
3370,[]
1256,['人才培育' '課程規劃']
5847,[]
2366,[]
2098,['photoshop' 'After Effects']
7868,['excel']
7492,[]
10307,['台北市' '南京復興站' '松山區']
8123,['BD' 'Sales']
11039,['Microsoft Office' 'Excel' 'PowerPoint']
8785,['Linux' 'Android']
6193,['Linus' 'AWS' 'Chef']
9909,"['Software Architecture Design' 'System Architecture Design'
 'Architectural Patterns']"
9619,['NFT' '區塊鏈' 'Twitter']
5427,['SAP ABAP']
1636,['CakeResume 2023 Career Fair']
10038,['Firebase' 'Kotlin' 'Java']
11072,['Quality Assurance']
5908,['CakeResume 2023 Career Fair']
10641,['Catia' 'Solidworks' 'SolidWorks']
11451,[]
55,[]
9875,['ADX' 'AD Exchange' 'RTB']
8051,[]
8248,[]
4584,[]
9559,['HTML5' 'AWS' 'React']
6929,[]
8670,['ASP.NET' 'C#' 'Java']
6881,[]
8418,[]
10668,[]
9984,[]
8976,[]
4069,[]
2630,[]
11425,['攝影' '影音剪輯' '影音後製剪輯']
9010,['React.js' 'Front-End' 'MarTech']
7044,['Apple Search Ads']
10887,[]
7381,['CakeResume 2023 Career Fair']
2466,['Android' 'Android Development']
10889,[]
988,['407台灣台中市西屯區' 'CakeResume 2023 Career Fair' 'Agile']
11306,"['SaaS and Platform business models' 'Mailchimp Email Marketing'
 'userpilot']"
7873,['台灣台北' 'Operations & Management' 'Sales & Customer Service']
9671,[]
4441,['Java' 'PostgreSQL' 'Liquibase']
4338,['+c#']
5913,[]
940,['illustrator' 'AE' 'Premiere']
8846,['AJAX' 'ASP.NET' 'C#']
6265,['Scrum' 'Kanban']
876,['+RFEM' '+INVENTOR']
4177,['Objective-C' 'iOS' 'Swift']
10410,['專案管理']
6359,['Word' 'PowerPoint' 'Excel']
6986,['Google Analytics']
3799,['Linux' 'Android' 'C']
8639,[]
10441,['Excel' 'Microsoft Office']
9541,['Word' 'PowerPoint' 'Excel']
3316,['系統架構' '雲端應用' 'System Architecture']
6936,['microsoft office' 'word' 'excel']
7436,[]
627,['3Ds Max' 'MAYA' 'Cinema 4D']
8253,[]
2526,['OOP' 'CI/CD' 'Scrum']
7623,[]
9751,['Linux' 'windows' 'Windows 10']
2415,['Kotlin' 'Android' 'Flutter']
8742,['GIT' 'LINUX' 'gcp']
2687,['Spring Boot' 'MySQL' 'Oracle']
10717,[]
990,[]
9475,[]
371,[]
4444,['Java' 'Spring' 'HTML']
11271,['Communication' 'Partnerships Development' 'Partnership Management']
6085,['google drive' 'excel']
9542,['Project Management' 'Project Planning' 'Project Coordination']
5318,[]
6222,['word' 'excel' 'powerpoint']
6268,[]
4211,['IOS' 'IOS 開發相關' 'iOS工程師']
4418,['Java' 'Spring Boot' 'Spring MVC']
3501,['Elasticsearch' 'TiDB' 'MySQL']
6607,[]
6845,[]
10344,[]
284,['台北' '大安區' 'CakeResume 2023 Career Fair']
4988,[]
9006,['HTML5' 'HTML' 'HTML/CSS']
4250,['新北產業園區' '五股區' '新北']
4007,['#軟體\n#全端\n#前端開發\n#後端開發']
2783,['Kubernetes(k8s)應用、Container開發' 'Kuberenetes' 'kubernates']
746,['illustrator' 'photoshop']
463,[]
4432,['Java' 'jsp' 'JS']
1509,[]
5751,[]
7280,['行銷' '文案撰寫' '遠端工作']
10217,['中正區' '古亭捷運站' '台北市']
3648,[]
6734,[]
6143,[]
3969,['CakeResume 2023 Career Fair' 'VueJS' 'CSS']
1333,[]
2357,['Electronics Industry']
9562,['Full-Stack' 'React' 'Web Development']
6899,['公關' '公關行銷' '行銷企劃']
4811,[]
768,[]
8572,['Figma']
9544,[]
3854,['可遠端工作' 'CakeResume 2023 Career Fair' 'CDP']
9961,['桃園中壢' 'google drive' 'photoshop']
11517,['Android' 'linux' 'Framework']
7207,['台灣台北' 'MVP模式' '市場情蒐與資料分析']
9073,['PHP' 'JavaScript' 'ERP']
995,['Roadmap' 'VR' 'HTC']
7753,['Excel' 'Word']
4014,['PostgresSQL' 'MySQL' 'MongoDB']
9500,[]
5396,['Electronics Industry']
8514,[]
953,[]
3706,['Verilog' 'C' 'C++']
4081,['javascript' 'C#' 'jQuery']
6636,['word' 'illustrator' 'google drive']
10529,[]
2841,[]
2735,['JavaScript' 'Node.js' 'MySQL']
8239,[]
1544,['Medical Devices' 'R&D' 'Engineering']
6113,['Excel' 'Word']
3165,['HCL Domino' 'Domino Notes' 'BPM']
4550,['CakeResume 2023 Career Fair']
9141,[]
5895,[]
5319,[]
10867,['Google Analytics 4' 'Illustrator' 'word']
9450,['電商行銷' 'CakeResume 2023 Career Fair']
5646,['CakeResume 2023 Career Fair']
119,[]
956,[]
3292,['C++' 'Git' 'JUCE']
2229,['HRBP' 'HR' 'L&D']
8203,['美容類助理' '門市／店員／專櫃人員' '美容工作者']
884,['Excel' 'PowerPoint' 'Word']
7313,['302台灣新竹縣竹北市竹北' 'powerpoint' 'excel']
4054,[]
4070,['MSSQL' '.net mvc' '.net core']
10805,['專案管理師' '助理' 'Word']
3354,['GCP' 'Linux' 'Python']
